name;openinggross;theathers;tconst;titleType;originalTitle;isAdult;startYear;runtimeMinutes;genres;director_identifier;primaryName;primaryProfession;knownForTitles
Identity Thief;$34,551,025;3,141;tt2024432;movie;Identity Thief;FALSE;2013;111;Comedy,Crime,Drama;nm1164861;Seth Gordon;producer,director,miscellaneous;tt0384286,tt1152822,tt2120120,tt13320622
Hellboy II: The Golden Army;$34,539,115;3,204;tt0411477;movie;Hellboy II: The Golden Army;FALSE;2008;120;Action,Adventure,Fantasy;nm0868219;Guillermo del Toro;writer,producer,director;tt0457430,tt1488589,tt1663662,tt0167190
Enchanted;$34,440,317;3,730;tt0175592;movie;Enchanted;FALSE;1998;96;Comedy;nm0911631;John Ward;actor,director,producer;tt0102945,tt3957202,tt0175592,tt3877300
Couples Retreat;$34,286,740;3,000;tt1078940;movie;Couples Retreat;FALSE;2009;113;Comedy;nm0082526;Peter Billingsley;producer,actor,director;tt0371746,tt0369436,tt6320628,tt0085334
Sausage Party;$34,263,534;3,103;tt1700841;movie;Sausage Party;FALSE;2016;89;Adventure,Animation,Comedy;nm0970447,nm0862911;NA;NA;NA
I Now Pronounce You Chuck & Larry;$34,233,750;3,495;tt0762107;movie;I Now Pronounce You Chuck & Larry;FALSE;2007;115;Comedy,Romance;nm0240797;Dennis Dugan;actor,director,producer;tt0116483,tt0960144,tt0142342,tt0077070
Tarzan;$34,221,968;3,005;tt0120855;movie;Tarzan;FALSE;1999;88;Adventure,Animation,Comedy;nm0118333,nm0510674;NA;NA;NA
Ransom;$34,216,088;2,676;tt0019307;movie;Ransom;FALSE;1928;58;Action,Adventure,Crime;nm0782707;George B. Seitz;director,writer,producer;tt0012298,tt0012700,tt0016989,tt0019307
Norbit;$34,195,434;3,136;tt0477051;movie;Norbit;FALSE;2007;103;Comedy,Romance;nm0005367;Brian Robbins;producer,actor,writer;tt0477051,tt0393162,tt0090444,tt0174432
The Equalizer;$34,137,828;3,236;tt0455944;movie;The Equalizer;FALSE;2014;132;Action,Crime,Thriller;nm0298807;Antoine Fuqua;producer,director,actor;tt0139654,tt0455944,tt1798684,tt2404435
The Blind Side;$34,119,372;3,110;tt0878804;movie;The Blind Side;FALSE;2009;129;Biography,Drama,Sport;nm0359387;John Lee Hancock;writer,director,producer;tt2140373,tt0878804,tt1860242,tt10016180
The Lego Movie 2: The Second Part;$34,115,335;4,303;tt3513498;movie;The Lego Movie 2: The Second Part;FALSE;2019;107;Action,Adventure,Animation;nm0593610;Mike Mitchell;director,writer,actor;tt0892782,tt0194006,tt0892791,tt3513498
Puss in Boots;$34,077,439;3,952;tt0064714;movie;Nagagutsu o haita neko;FALSE;1969;80;Adventure,Animation,Comedy;nm0944760;Kimio Yabuki;director,writer,art_department;tt0067286,tt0064714,tt0078349,tt0400900
The Purge;$34,058,360;2,536;tt1621193;movie;Puhdistus;FALSE;2007;57;Documentary;nm1717930;Erkko Lyytinen;producer,writer,miscellaneous;tt0926181,tt2190421,tt6101736,tt1621193
Lethal Weapon 4;$34,048,124;3,117;tt0122151;movie;Lethal Weapon 4;FALSE;1998;127;Action,Crime,Thriller;nm0001149;Richard Donner;director,producer,actor;tt0078346,tt0089457,tt0093409,tt0839995
Cloudy with a Chance of Meatballs 2;$34,017,930;4,001;tt1985966;movie;Cloudy with a Chance of Meatballs 2;FALSE;2013;95;Adventure,Animation,Comedy;nm2329165,nm0970606;NA;NA;NA
Get Hard;$33,803,253;3,175;tt12837240;movie;Get Hard;TRUE;2021;95;Adult,Comedy,Drama;\N;NA;NA;NA
The Devil Inside;$33,732,515;2,285;tt0055247;movie;Offbeat;FALSE;1961;71;Crime;nm0654109;Cliff Owen;director,assistant_director,producer;tt0054518,tt0065270,tt0060662,tt0441950
Think Like a Man;$33,636,303;2,015;tt1621045;movie;Think Like a Man;FALSE;2012;123;Comedy,Romance;nm1103162;Tim Story;director,producer,actor;tt0120667,tt0303714,tt1621045,tt0316732
The Proposal;$33,627,598;3,056;tt0179435;movie;The Proposal;FALSE;2001;91;Drama,Thriller;nm0301903;Richard Gale;director,writer,producer;tt0179435,tt1301160,tt0881384,tt0283559
What Women Want;$33,614,543;3,012;tt0011849;movie;What Women Want;FALSE;1920;NA;Drama;nm0002179;George Archainbaud;director,assistant_director,writer;tt0023327,tt0013944,tt0013463,tt0037742
Saw III;$33,610,391;3,167;tt0489270;movie;Saw III;FALSE;2006;108;Horror,Mystery,Thriller;nm1135423;Darren Lynn Bousman;director,producer,writer;tt0963194,tt0432348,tt1480285,tt10342730
Epic;$33,531,068;3,882;tt0217438;movie;Epic;TRUE;1963;NA;Adult;\N;NA;NA;NA
The Green Hornet;$33,526,876;3,584;tt0031394;movie;The Green Hornet;FALSE;1940;258;Adventure,Crime,Family;nm0066247,nm0853028;NA;NA;NA
Ted 2;$33,507,870;3,442;tt2637276;movie;Ted 2;FALSE;2015;115;Comedy;nm0532235;Seth MacFarlane;writer,producer,music_department;tt2557490,tt1637725,tt0182576,tt0397306
101 Dalmatians;$33,504,025;2,794;tt0115433;movie;101 Dalmatians;FALSE;1996;103;Adventure,Comedy,Crime;nm0378893;Stephen Herek;producer,director,editorial_department;tt0108333,tt0113862,tt0096928,tt0090887
Wrath of the Titans;$33,457,188;3,545;tt1646987;movie;Wrath of the Titans;FALSE;2012;99;Action,Adventure,Fantasy;nm0509448;Jonathan Liebesman;producer,director,writer;tt0259323,tt1217613,tt1291150,tt0282209
The Haunting;$33,435,140;2,808;tt0057129;movie;The Haunting;FALSE;1963;112;Horror;nm0936404;Robert Wise;director,producer,editor;tt0055614,tt0057129,tt0059742,tt0066769
Get Out;$33,377,060;2,781;tt5052448;movie;Get Out;FALSE;2017;104;Horror,Mystery,Thriller;nm1443502;Jordan Peele;actor,writer,producer;tt5181830,tt5052448,tt10954984,tt6857112
Live Free or Die Hard;$33,369,559;3,408;tt0337978;movie;Live Free or Die Hard;FALSE;2007;128;Action,Thriller;nm0936482;Len Wiseman;producer,writer,director;tt0320691,tt0401855,tt1386703,tt1496025
American Wedding;$33,369,440;3,172;tt0328828;movie;American Wedding;FALSE;2003;96;Comedy;nm0245888;Jesse Dylan;director,producer,writer;tt0328828,tt0384642,tt0278488
Lethal Weapon 3;$33,243,086;2,510;tt0104714;movie;Lethal Weapon 3;FALSE;1992;118;Action,Crime,Thriller;nm0001149;Richard Donner;director,producer,actor;tt0078346,tt0089457,tt0093409,tt0839995
Hustlers;$33,181,361;3,250;tt1604115;movie;Veijarit;FALSE;2010;95;Comedy,Drama;nm0638189;Lauri Nurkse;director,writer,actor;tt0323551,tt0997127,tt0940770,tt12637460
A Wrinkle in Time;$33,123,609;3,980;tt1620680;movie;A Wrinkle in Time;FALSE;2018;109;Adventure,Drama,Family;nm1148550;Ava DuVernay;writer,producer,miscellaneous;tt1211890,tt4419214,tt7137906,tt1020072
Superbad;$33,052,411;2,948;tt0829482;movie;Superbad;FALSE;2007;113;Comedy;nm0609549;Greg Mottola;producer,director,writer;tt1082583,tt0829482,tt1091722,tt0116041
Tomorrowland;$33,028,165;3,972;tt1964418;movie;Tomorrowland;FALSE;2015;130;Action,Adventure,Family;nm0083348;Brad Bird;miscellaneous,writer,director;tt0317705,tt0129167,tt3606756,tt0382932
Blades of Glory;$33,014,202;3,372;tt0445934;movie;Blades of Glory;FALSE;2007;93;Comedy,Sport;nm0330347,nm0817447;NA;NA;NA
Insidious: The Red Door;$33,013,036;3,188;tt13405778;movie;Insidious: The Red Door;FALSE;2023;107;Horror,Mystery,Thriller;nm0933940;Patrick Wilson;actor,soundtrack,producer;tt0293508,tt0424136,tt0409459,tt1591095
Birds of Prey;$33,010,017;4,236;tt0017675;movie;Birds of Prey;FALSE;1927;56;Crime,Drama,Romance;nm0185714;William James Craft;director,writer,cinematographer;tt0158136,tt0020058,tt0017278,tt0015732
Rush Hour;$33,001,803;2,638;tt0120812;movie;Rush Hour;FALSE;1998;98;Action,Comedy,Crime;nm0711840;Brett Ratner;producer,director,music_department;tt0120812,tt0289765,tt0376994,tt1267297
Scream 2;$32,926,342;2,663;tt0120082;movie;Scream 2;FALSE;1997;120;Horror,Mystery;nm0000127;Wes Craven;writer,producer,director;tt0087800,tt0105121,tt0117571,tt0111686
A Nightmare on Elm Street;$32,902,299;3,332;tt0087800;movie;A Nightmare on Elm Street;FALSE;1984;91;Horror;nm0000127;Wes Craven;writer,producer,director;tt0087800,tt0105121,tt0117571,tt0111686
Dark Phoenix;$32,828,348;3,721;tt6565702;movie;Dark Phoenix;FALSE;2019;113;Action,Adventure,Sci-Fi;nm1334526;Simon Kinberg;producer,writer,script_department;tt1502712,tt1877832,tt3315342,tt3659388
The Book of Eli;$32,789,494;3,111;tt1037705;movie;The Book of Eli;FALSE;2010;118;Action,Adventure,Drama;nm0400436,nm0400441;NA;NA;NA
Blade Runner 2049;$32,753,122;4,058;tt1856101;movie;Blade Runner 2049;FALSE;2017;164;Action,Drama,Mystery;nm0898288;Denis Villeneuve;director,writer,editor;tt1856101,tt1255953,tt1160419,tt2543164
Where the Wild Things Are;$32,695,407;3,735;tt0386117;movie;Where the Wild Things Are;FALSE;2009;101;Adventure,Drama,Family;nm0005069;Spike Jonze;producer,writer,director;tt0386117,tt0120601,tt1798709,tt0120188
Due Date;$32,689,406;3,355;tt1231583;movie;Due Date;FALSE;2010;95;Comedy,Drama;nm0680846;Todd Phillips;producer,director,writer;tt0302886,tt0215129,tt7286456,tt1231583
The Nun II;$32,603,336;3,728;tt10160976;movie;The Nun II;FALSE;2023;110;Horror,Mystery,Thriller;nm1980431;Michael Chaves;director,writer,visual_effects;tt7069210,tt5282528,tt5192436,tt4913966
Blade II;$32,528,016;2,707;tt0187738;movie;Blade II;FALSE;2002;117;Action,Horror,Sci-Fi;nm0868219;Guillermo del Toro;writer,producer,director;tt0457430,tt1488589,tt1663662,tt0167190
The Maze Runner;$32,512,804;3,604;tt1790864;movie;The Maze Runner;FALSE;2014;113;Action,Mystery,Sci-Fi;nm1226871;Wes Ball;art_department,director,visual_effects;tt4500922,tt1532503,tt4046784,tt1790864
Spy Kids 3: Game Over;$32,500,000;3,344;tt0338459;movie;Spy Kids 3: Game Over;FALSE;2003;84;Action,Adventure,Comedy;nm0001675;Robert Rodriguez;producer,writer,director;tt0462322,tt0287717,tt0104815,tt0401792
Hannah Montana: The Movie;$32,324,487;3,118;tt1114677;movie;Hannah Montana: The Movie;FALSE;2009;102;Comedy,Drama,Family;nm0155093;Peter Chelsom;actor,director,writer;tt3922818,tt0240890,tt1626146,tt0113133
Mr. Peabody & Sherman;$32,207,057;3,934;tt0864835;movie;Mr. Peabody & Sherman;FALSE;2014;92;Adventure,Animation,Comedy;nm0591450;Rob Minkoff;producer,director,animation_department;tt0110357,tt0338094,tt0243585,tt0864835
Immortals;$32,206,425;3,112;tt1253864;movie;Immortals;FALSE;2011;110;Action,Drama,Fantasy;nm0802248;Tarsem Singh;director,producer,soundtrack;tt26542557,tt1667353,tt0460791,tt0209958
Wedding Crashers;$32,200,000;2,925;tt0396269;movie;Wedding Crashers;FALSE;2005;119;Comedy,Romance;nm0229694;David Dobkin;producer,director,miscellaneous;tt8580274,tt1972591,tt1872194,tt0790736
Elf;$32,100,000;3,337;tt0319343;movie;Elf;FALSE;2003;97;Adventure,Comedy,Family;nm0269463;Jon Favreau;producer,actor,writer;tt8111088,tt2883512,tt0371746,tt0117802
Jackass Presents: Bad Grandpa;$32,055,177;3,336;tt3063516;movie;Bad Grandpa;FALSE;2013;92;Comedy;nm0871860;Jeff Tremaine;writer,producer,director;tt0800325,tt3063516,tt9684220,tt1116184
The SpongeBob SquarePants Movie;$32,018,216;3,212;tt0345950;movie;The SpongeBob SquarePants Movie;FALSE;2004;87;Adventure,Animation,Comedy;nm0384864,nm0651706;NA;NA;NA
Paul Blart: Mall Cop;$31,832,636;3,144;tt1114740;movie;Paul Blart: Mall Cop;FALSE;2009;91;Action,Comedy,Crime;nm0139867;Steve Carr;director,producer;tt1333125,tt0317303,tt1114740,tt0195945
Terminator 2: Judgment Day;$31,765,506;2,274;tt0103064;movie;Terminator 2: Judgment Day;FALSE;1991;137;Action,Sci-Fi;nm0000116;James Cameron;writer,producer,director;tt0090605,tt0120338,tt1630029,tt0499549
Saw IV;$31,756,764;3,183;tt0890870;movie;Saw IV;FALSE;2007;93;Horror,Mystery,Thriller;nm1135423;Darren Lynn Bousman;director,producer,writer;tt0963194,tt0432348,tt1480285,tt10342730
Saw II;$31,725,652;2,949;tt0432348;movie;Saw II;FALSE;2005;93;Horror,Mystery;nm1135423;Darren Lynn Bousman;director,producer,writer;tt0963194,tt0432348,tt1480285,tt10342730
G-Force;$31,706,934;3,697;tt0436339;movie;G-Force;FALSE;2009;88;Action,Adventure,Comedy;nm0947087;Hoyt Yeatman;visual_effects,director,writer;tt0091064,tt0096754,tt0120751,tt0436339
Godzilla vs. Kong;$31,625,971;3,064;tt5034838;movie;Godzilla vs. Kong;FALSE;2021;113;Action,Sci-Fi,Thriller;nm1417392;Adam Wingard;director,editor,cinematographer;tt1853739,tt2105044,tt2980592,tt5034838
Bad Teacher;$31,603,106;3,049;tt1284575;movie;Bad Teacher;FALSE;2011;92;Comedy,Romance;nm0440458;Jake Kasdan;producer,director,actor;tt0841046,tt1956620,tt7975244,tt0120906
The Truman Show;$31,542,121;2,315;tt0120382;movie;The Truman Show;FALSE;1998;103;Comedy,Drama;nm0001837;Peter Weir;director,writer,producer;tt0090329,tt1023114,tt0311113,tt0097165
The Purge: Election Year;$31,515,110;2,796;tt4094724;movie;The Purge: Election Year;FALSE;2016;108;Action,Horror,Sci-Fi;nm0218621;James DeMonaco;writer,producer,director;tt2184339,tt2975578,tt4094724,tt6133466
The Wolfman;$31,479,235;3,222;tt0780653;movie;The Wolfman;FALSE;2010;103;Drama,Fantasy,Horror;nm0002653;Joe Johnston;director,visual_effects,producer;tt0082971,tt0458339,tt0102803,tt0132477
Ford v Ferrari;$31,474,958;3,528;tt1950186;movie;Ford v Ferrari;FALSE;2019;152;Action,Biography,Drama;nm0003506;James Mangold;producer,director,writer;tt0113280,tt3315342,tt1950186,tt0358273
Liar Liar;$31,423,025;2,845;tt0119528;movie;Liar Liar;FALSE;1997;86;Comedy,Fantasy;nm0001723;Tom Shadyac;producer,director,actor;tt0109040,tt0259288,tt1741225,tt0117218
Percy Jackson & the Olympians: The Lightning Thief;$31,236,067;3,356;tt0814255;movie;Percy Jackson & the Olympians: The Lightning Thief;FALSE;2010;118;Adventure,Family,Fantasy;nm0001060;Chris Columbus;producer,writer,director;tt1454029,tt0294870,tt0241527,tt0295297
Elvis;$31,211,579;3,906;tt0123819;movie;Elvis;FALSE;1997;65;\N;nm0243229,nm0099751;NA;NA;NA
Girls Trip;$31,201,920;2,591;tt3564472;movie;Girls Trip;FALSE;2017;122;Adventure,Comedy,Drama;nm0002700;Malcolm D. Lee;writer,director,producer;tt0168501,tt2083355,tt3564472,tt14022728
Evan Almighty;$31,192,615;3,604;tt0413099;movie;Evan Almighty;FALSE;2007;96;Comedy,Family,Fantasy;nm0001723;Tom Shadyac;producer,director,actor;tt0109040,tt0259288,tt1741225,tt0117218
The Sum of All Fears;$31,178,526;3,183;tt0164184;movie;The Sum of All Fears;FALSE;2002;124;Action,Drama,Thriller;nm0004675;Phil Alden Robinson;writer,director,producer;tt0164184,tt0097351,tt0213668,tt0105435
Home Alone 2: Lost in New York;$31,126,882;2,222;tt0104431;movie;Home Alone 2: Lost in New York;FALSE;1992;120;Adventure,Comedy,Crime;nm0001060;Chris Columbus;producer,writer,director;tt1454029,tt0294870,tt0241527,tt0295297
Hannah Montana and Miley Cyrus: Best of Both Worlds Concert;$31,117,834;683;tt1127884;movie;Hannah Montana and Miley Cyrus: Best of Both Worlds Concert;FALSE;2008;74;Documentary,Music;nm0376712;Bruce Hendricks;production_manager,producer,director;tt0325980,tt0213149,tt0449088,tt0383574
