name;openinggross;theathers;tconst;titleType;originalTitle;isAdult;startYear;runtimeMinutes;genres;director_identifier;primaryName;primaryProfession;knownForTitles
Toy Story;$29,140,617;2,457;tt0114709;movie;Toy Story;FALSE;1995;81;Adventure,Animation,Comedy;nm0005124;John Lasseter;producer,writer,director;tt0114709,tt0120363,tt0120623,tt0317219
The Texas Chainsaw Massacre;$29,100,000;3,016;tt0324216;movie;The Texas Chainsaw Massacre;FALSE;2003;98;Horror;nm1197971;Marcus Nispel;director,producer,writer;tt0446013,tt0368891,tt0324216,tt0758746
Spy;$29,085,719;3,711;tt0024636;movie;Szpieg w masce;FALSE;1933;77;Drama,Musical,Romance;nm0470463;Mieczyslaw Krawicz;director,production_manager,writer;tt1035457,tt0027813,tt0024636,tt0949549
Terminator: Dark Fate;$29,033,832;4,086;tt6450804;movie;Terminator: Dark Fate;FALSE;2019;128;Action,Adventure,Sci-Fi;nm1783265;Tim Miller;producer,writer,director;tt1431045,tt9561862,tt0425410,tt6450804
Allegiant;$29,027,348;3,740;tt3410834;movie;Allegiant;FALSE;2016;120;Action,Adventure,Mystery;nm0777881;Robert Schwentke;director,writer,soundtrack;tt0297871,tt0790736,tt1245526,tt6763252
Doctor Dolittle;$29,014,324;2,777;tt0061584;movie;Doctor Dolittle;FALSE;1967;152;Adventure,Comedy,Family;nm0281507;Richard Fleischer;director,producer,writer;tt0089893,tt0060397,tt0046672,tt0070723
The Santa Clause 2;$29,008,696;3,350;tt0304669;movie;The Santa Clause 2;FALSE;2002;104;Comedy,Family,Fantasy;nm0501185;Michael Lembeck;director,actor,soundtrack;tt0079336,tt0108778,tt0074014,tt0808510
Paranormal Activity 4;$29,003,866;3,412;tt2109184;movie;Paranormal Activity 4;FALSE;2012;88;Horror,Mystery;nm1160962,nm1413364;NA;NA;NA
Jackass Number Two;$29,002,002;3,059;tt0493430;movie;Jackass Number Two;FALSE;2006;92;Action,Comedy,Documentary;nm0871860;Jeff Tremaine;writer,producer,director;tt0800325,tt3063516,tt9684220,tt1116184
Inside Man;$28,954,945;2,818;tt0454848;movie;Inside Man;FALSE;2006;129;Crime,Drama,Mystery;nm0000490;Spike Lee;director,producer,writer;tt0102175,tt0097216,tt0104797,tt0091939
Cast Away;$28,883,406;2,774;tt0162222;movie;Cast Away;FALSE;2000;143;Adventure,Drama,Romance;nm0000709;Robert Zemeckis;producer,writer,director;tt0109830,tt1907668,tt0118884,tt0088763
Non-Stop;$28,875,635;3,090;tt0116015;movie;Dangan ranna;FALSE;1996;82;Action,Comedy,Crime;nm0848992;Sabu;director,writer,actor;tt0358559,tt0239655,tt3560464,tt2542616
Miss Peregrine's Home for Peculiar Children;$28,871,140;3,522;tt1935859;movie;Miss Peregrine's Home for Peculiar Children;FALSE;2016;127;Adventure,Drama,Family;nm0000318;Tim Burton;producer,miscellaneous,director;tt0099487,tt1142977,tt0408236,tt0121164
Edge of Tomorrow;$28,760,246;3,490;tt1631867;movie;Edge of Tomorrow;FALSE;2014;113;Action,Adventure,Sci-Fi;nm0510731;Doug Liman;producer,director,miscellaneous;tt1631867,tt0139239,tt0117802,tt0977855
Murder on the Orient Express;$28,681,472;3,341;tt0071877;movie;Murder on the Orient Express;FALSE;1974;128;Crime,Drama,Mystery;nm0001486;Sidney Lumet;director,producer,writer;tt0072890,tt0070666,tt0292963,tt0050083
Titanic;$28,638,131;2,674;tt0036443;movie;Titanic;FALSE;1943;85;Action,Drama,History;nm0783509,nm0459801;NA;NA;NA
Meet the Parents;$28,623,300;2,614;tt0104844;movie;Meet the Parents;FALSE;1992;75;Comedy;nm0322839;Greg Glienna;writer,director,actor;tt18831124,tt0970866,tt0212338,tt0104844
Obsessed;$28,612,730;2,514;tt0043726;movie;The Late Edwina Black;FALSE;1951;78;Crime,Drama,Mystery;nm0002061;Maurice Elvey;director,producer,writer;tt0023145,tt0325379,tt0325470,tt0017998
The Expendables 2;$28,591,370;3,316;tt1764651;movie;The Expendables 2;FALSE;2012;103;Action,Adventure,Thriller;nm0922346;Simon West;director,producer,actor;tt1764651,tt0144214,tt0118880,tt0146316
Alita: Battle Angel;$28,525,613;3,790;tt0437086;movie;Alita: Battle Angel;FALSE;2019;122;Action,Adventure,Sci-Fi;nm0001675;Robert Rodriguez;producer,writer,director;tt0462322,tt0287717,tt0104815,tt0401792
Boo! A Madea Halloween;$28,501,448;2,260;tt5325452;movie;Boo! A Madea Halloween;FALSE;2016;103;Comedy,Drama,Horror;nm1347153;Tyler Perry;writer,director,producer;tt0422093,tt0455612,tt1142800,tt2267998
Anchorman: The Legend of Ron Burgundy;$28,416,365;3,091;tt0357413;movie;Anchorman: The Legend of Ron Burgundy;FALSE;2004;94;Comedy;nm0570912;Adam McKay;producer,writer,director;tt1596363,tt1386588,tt6266538,tt11286314
Mama;$28,402,310;2,647;tt0104800;movie;Mama;FALSE;1990;90;Drama;nm0955451;Yuan Zhang;director,producer,writer;tt0119007,tt2370394,tt0492473,tt0213695
Free Guy;$28,365,416;4,165;tt6264654;movie;Free Guy;FALSE;2021;115;Action,Adventure,Comedy;nm0506613;Shawn Levy;producer,director,actor;tt1714206,tt6264654,tt2463208,tt2543164
Nacho Libre;$28,309,599;3,070;tt0457510;movie;Nacho Libre;FALSE;2006;92;Comedy,Family,Sport;nm0381478;Jared Hess;producer,director,writer;tt2461150,tt1161418,tt0374900,tt0457510
Horrible Bosses;$28,302,165;3,040;tt1499658;movie;Horrible Bosses;FALSE;2011;98;Comedy,Crime;nm1164861;Seth Gordon;producer,director,miscellaneous;tt0384286,tt1152822,tt2120120,tt13320622
The Invisible Man;$28,205,665;3,610;tt0024184;movie;The Invisible Man;FALSE;1933;71;Horror,Sci-Fi;nm0001843;James Whale;director,miscellaneous,art_director;tt0026138,tt0028249,tt0021884,tt0024184
Erin Brockovich;$28,138,465;2,848;tt0195685;movie;Erin Brockovich;FALSE;2000;131;Biography,Drama;nm0001752;Steven Soderbergh;producer,director,cinematographer;tt0098724,tt0195685,tt0181865,tt1291580
Pacific Rim: Uprising;$28,116,535;3,708;tt2557478;movie;Pacific Rim: Uprising;FALSE;2018;111;Action,Adventure,Fantasy;nm0215299;Steven S. DeKnight;producer,writer,director;tt3322312,tt5774002,tt2557478,tt0162065
Starsky & Hutch;$28,103,367;3,185;tt0335438;movie;Starsky & Hutch;FALSE;2004;101;Comedy,Crime;nm0680846;Todd Phillips;producer,director,writer;tt0302886,tt0215129,tt7286456,tt1231583
Sin City;$28,100,000;3,230;tt0183789;movie;Sin City;TRUE;1986;NA;Adult;nm0893811;Joe Verdi;director,cinematographer;tt0136044,tt0136095,tt0091764,tt0183789
Teenage Mutant Ninja Turtles: Mutant Mayhem;$28,007,544;3,858;tt8589698;movie;Teenage Mutant Ninja Turtles: Mutant Mayhem;FALSE;2023;99;Action,Adventure,Animation;nm6676487,nm5859016;NA;NA;NA
Back to the Future Part II;$27,835,125;1,865;tt0096874;movie;Back to the Future Part II;FALSE;1989;108;Adventure,Comedy,Sci-Fi;nm0000709;Robert Zemeckis;producer,writer,director;tt0109830,tt1907668,tt0118884,tt0088763
Hairspray;$27,800,000;3,121;tt0095270;movie;Hairspray;FALSE;1988;92;Comedy,Drama,Family;nm0000691;John Waters;actor,writer,director;tt0387575,tt0126604,tt0095270,tt0069089
The Matrix;$27,788,331;2,849;tt0133093;movie;The Matrix;FALSE;1999;136;Action,Sci-Fi;nm0905152,nm0905154;NA;NA;NA
He's Just Not That Into You;$27,785,487;3,175;tt1001508;movie;He's Just Not That Into You;FALSE;2009;129;Comedy,Drama,Romance;nm0477129;Ken Kwapis;director,producer,writer;tt1430615,tt3095080,tt4947608,tt1178665
Mamma Mia!;$27,751,240;2,976;tt0795421;movie;Mamma Mia!;FALSE;2008;108;Comedy,Musical,Romance;nm1630273;Phyllida Lloyd;director,miscellaneous,producer;tt1007029,tt0795421,tt6911608,tt9902160
Big Momma's House 2;$27,736,056;3,261;tt0421729;movie;Big Momma's House 2;FALSE;2006;99;Comedy,Crime;nm0925870;John Whitesell;director,producer,miscellaneous;tt1464174,tt9866072,tt0790604,tt0044265
Jarhead;$27,726,210;2,411;tt0418763;movie;Jarhead;FALSE;2005;125;Biography,Drama,War;nm0005222;Sam Mendes;producer,director,miscellaneous;tt0257044,tt0959337,tt1074638,tt8579674
Along Came Polly;$27,721,185;2,984;tt0343135;movie;Along Came Polly;FALSE;2004;90;Comedy,Romance;nm0357453;John Hamburg;producer,director,writer;tt1155056,tt4501244,tt14309446,tt0970866
Wild Wild West;$27,687,484;3,342;tt0120891;movie;Wild Wild West;FALSE;1999;106;Action,Comedy,Sci-Fi;nm0001756;Barry Sonnenfeld;producer,director,cinematographer;tt0106220,tt0120891,tt0119654,tt1409024
Daddy Day Care;$27,623,580;3,370;tt0317303;movie;Daddy Day Care;FALSE;2003;92;Comedy,Family;nm0139867;Steve Carr;director,producer;tt1333125,tt0317303,tt1114740,tt0195945
The Ugly Truth;$27,605,576;2,882;tt1142988;movie;The Ugly Truth;FALSE;2009;96;Comedy,Romance;nm0525659;Robert Luketic;director,writer,producer;tt1103153,tt0369735,tt1142988,tt0250494
Cheaper by the Dozen;$27,557,647;3,298;tt0042327;movie;Cheaper by the Dozen;FALSE;1950;86;Comedy,Drama,Family;nm0485943;Walter Lang;director,writer,miscellaneous;tt0049408,tt0019211,tt0053690,tt0045592
Wonder;$27,547,866;3,096;tt13236052;movie;Wonder;FALSE;NA;NA;Animation;\N;NA;NA;NA
The Devil Wears Prada;$27,537,244;2,847;tt0458352;movie;The Devil Wears Prada;FALSE;2006;109;Comedy,Drama;nm0291205;David Frankel;production_manager,producer,director;tt0185906,tt0458352,tt1196956,tt0096566
Space Jam;$27,528,529;2,650;tt0117705;movie;Space Jam;FALSE;1996;88;Adventure,Animation,Comedy;nm0701592;Joe Pytka;director,cinematographer,editor;tt14513574,tt0097731,tt13602104,tt0117705
After Earth;$27,520,040;3,401;tt1815862;movie;After Earth;FALSE;2013;100;Action,Adventure,Sci-Fi;nm0796117;M. Night Shyamalan;producer,director,writer;tt0286106,tt0167404,tt0452637,tt0368447
Beowulf;$27,515,871;3,153;tt0120604;movie;Beowulf;FALSE;1999;95;Action,Adventure,Fantasy;nm0048491;Graham Baker;director,writer,producer;tt0215925,tt0094631,tt0120604,tt0087464
42;$27,487,144;3,003;tt0453562;movie;42;FALSE;2013;128;Biography,Drama,Sport;nm0001338;Brian Helgeland;writer,director,script_department;tt3569230,tt0453562,tt0183790,tt7991508
Bedtime Stories;$27,450,296;3,681;tt0344910;movie;Bedtime Stories;FALSE;2002;NA;Drama,Romance;nm0209853;Maryo J. de los Reyes;director,writer,miscellaneous;tt0990433,tt0343956,tt1190904,tt0353691
The Final Destination;$27,408,309;3,121;tt1144884;movie;The Final Destination;FALSE;2009;82;Horror,Thriller;nm0254786;David R. Ellis;stunts,assistant_director,actor;tt0234215,tt0417148,tt0337921,tt1633356
Jumper;$27,354,808;3,428;tt0489099;movie;Jumper;FALSE;2008;88;Action,Adventure,Sci-Fi;nm0510731;Doug Liman;producer,director,miscellaneous;tt1631867,tt0139239,tt0117802,tt0977855
Journey 2: The Mysterious Island;$27,335,363;3,470;tt1397514;movie;Journey 2: The Mysterious Island;FALSE;2012;94;Action,Adventure,Comedy;nm0679031;Brad Peyton;producer,writer,director;tt2126355,tt8755226,tt7130298,tt2231461
The Rugrats Movie;$27,321,470;2,782;tt0134067;movie;The Rugrats Movie;FALSE;1998;79;Adventure,Animation,Comedy;nm0468335,nm0899329;NA;NA;NA
Real Steel;$27,319,677;3,440;tt0433035;movie;Real Steel;FALSE;2011;127;Action,Drama,Sci-Fi;nm0506613;Shawn Levy;producer,director,actor;tt1714206,tt6264654,tt2463208,tt2543164
Les Misérables;$27,281,735;2,814;tt0008305;movie;Les Misérables;FALSE;1917;100;Drama;nm0515979;Frank Lloyd;director,actor,writer;tt0026752,tt0019824,tt0014721,tt0023876
Night School;$27,257,615;3,010;tt0082812;movie;Night School;FALSE;1981;88;Horror,Mystery,Thriller;nm0400731;Ken Hughes;writer,director,producer;tt0082812,tt0054403,tt0061452,tt0062803
Encanto;$27,206,494;3,980;tt2953050;movie;Encanto;FALSE;2021;102;Animation,Comedy,Family;nm4146781,nm1158544,nm0397174;NA;NA;NA
Jack the Giant Slayer;$27,202,226;3,525;tt1351685;movie;Jack the Giant Slayer;FALSE;2013;114;Action,Adventure,Fantasy;nm0001741;Bryan Singer;producer,director,actor;tt1877832,tt0348150,tt0120903,tt0114814
The Bourne Identity;$27,118,640;2,638;tt0258463;movie;The Bourne Identity;FALSE;2002;119;Action,Mystery,Thriller;nm0510731;Doug Liman;producer,director,miscellaneous;tt1631867,tt0139239,tt0117802,tt0977855
A Madea Family Funeral;$27,062,332;2,442;tt7054636;movie;A Madea Family Funeral;FALSE;2019;109;Comedy,Drama;nm1347153;Tyler Perry;writer,director,producer;tt0422093,tt0455612,tt1142800,tt2267998
2 Guns;$27,059,130;3,025;tt1272878;movie;2 Guns;FALSE;2013;109;Action,Comedy,Thriller;nm0466349;Baltasar Kormákur;producer,writer,director;tt1272878,tt0332381,tt0805576,tt3561180
Terminator Genisys;$27,018,486;3,758;tt1340138;movie;Terminator Genisys;FALSE;2015;126;Action,Adventure,Sci-Fi;nm0851930;Alan Taylor;director,producer,writer;tt1340138,tt1981115,tt0944947,tt0282768
Ender's Game;$27,017,351;3,407;tt1731141;movie;Ender's Game;FALSE;2013;114;Action,Adventure,Sci-Fi;nm0004303;Gavin Hood;actor,director,producer;tt5431890,tt2057392,tt0178860,tt0468565
The Departed;$26,887,467;3,017;tt0407887;movie;The Departed;FALSE;2006;151;Crime,Drama,Thriller;nm0000217;Martin Scorsese;producer,director,actor;tt0075314,tt0070379,tt0106226,tt0099685
Alice Through the Looking Glass;$26,858,726;3,763;tt2567026;movie;Alice Through the Looking Glass;FALSE;2016;113;Adventure,Family,Fantasy;nm0090386;James Bobin;writer,director,producer;tt7547410,tt2281587,tt1204342,tt0863046
Underworld: Evolution;$26,857,181;3,207;tt0401855;movie;Underworld: Evolution;FALSE;2006;106;Action,Fantasy,Thriller;nm0936482;Len Wiseman;producer,writer,director;tt0320691,tt0401855,tt1386703,tt1496025
The Curious Case of Benjamin Button;$26,853,816;2,988;tt0421715;movie;The Curious Case of Benjamin Button;FALSE;2008;166;Drama,Fantasy,Romance;nm0000399;David Fincher;producer,director,writer;tt0443706,tt2267998,tt1285016,tt0114369
Zombieland: Double Tap;$26,803,104;3,468;tt1560220;movie;Zombieland: Double Tap;FALSE;2019;99;Action,Comedy,Horror;nm0281508;Ruben Fleischer;producer,director,writer;tt1270797,tt1464335,tt1156398,tt1321870
Knives Out;$26,769,548;3,461;tt5961976;movie;Knives Out;FALSE;2016;90;Drama;nm0937501;Przemyslaw Wojcieszek;writer,director,producer;tt0322423,tt0426291,tt2235723,tt1311047
Flubber;$26,725,207;2,641;tt0119137;movie;Flubber;FALSE;1997;93;Comedy,Family,Sci-Fi;nm0562645;Les Mayfield;producer,director,camera_department;tt0104187,tt0119137,tt0181316,tt0399327
Dawn of the Dead;$26,722,575;2,745;tt0077402;movie;Dawn of the Dead;FALSE;1978;127;Horror,Thriller;nm0001681;George A. Romero;producer,writer,director;tt0418819,tt0848557,tt0063350,tt0095652
The Sixth Sense;$26,681,262;2,161;tt0020389;movie;El sexto sentido;FALSE;1929;70;Drama;nm0273203,nm0811914;NA;NA;NA
Resident Evil: Afterlife;$26,650,264;3,203;tt1220634;movie;Resident Evil: Afterlife;FALSE;2010;96;Action,Horror,Sci-Fi;nm0027271;Paul W.S. Anderson;writer,producer,director;tt1509767,tt0318627,tt0113855,tt0119081
The House with a Clock in Its Walls;$26,608,020;3,592;tt2119543;movie;The House with a Clock in Its Walls;FALSE;2018;105;Comedy,Family,Fantasy;nm0744834;Eli Roth;producer,writer,actor;tt0450278,tt0462322,tt0361748,tt0303816
The Campaign;$26,588,460;3,205;tt10102402;movie;Berliner;FALSE;2020;93;Comedy,Drama;nm10700391;Marian Crisan;director,writer,producer;tt4568268,tt1567130,tt1244592,tt10102402
Spy Kids;$26,546,881;3,104;tt0227538;movie;Spy Kids;FALSE;2001;88;Action,Adventure,Comedy;nm0001675;Robert Rodriguez;producer,writer,director;tt0462322,tt0287717,tt0104815,tt0401792
The Pursuit of Happyness;$26,541,709;2,852;tt0454921;movie;The Pursuit of Happyness;FALSE;2006;117;Biography,Drama;nm0610831;Gabriele Muccino;director,writer,producer;tt0454921,tt0265930,tt0814314,tt2582502
Crazy Rich Asians;$26,510,140;3,384;tt3104988;movie;Crazy Rich Asians;FALSE;2018;120;Comedy,Drama,Romance;nm0160840;Jon M. Chu;producer,writer,director;tt1583421,tt1023481,tt1702443,tt3110958
Borat;$26,455,463;837;tt0443453;movie;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;FALSE;2006;84;Comedy;nm0153078;Larry Charles;producer,writer,director;tt0889583,tt0098904,tt1645170,tt0264235
All Eyez on Me;$26,435,354;2,471;tt1666185;movie;All Eyez on Me;FALSE;2017;139;Biography,Drama,Music;nm1534600;Benny Boom;director,producer,writer;tt11242246,tt2805096,tt1097013,tt6045840
We're the Millers;$26,419,396;3,260;tt1723121;movie;We're the Millers;FALSE;2013;110;Comedy,Crime;nm1098493;Rawson Marshall Thurber;director,producer,writer;tt1282140,tt5758778,tt7991608,tt0364725
Hollow Man;$26,414,386;2,956;tt0164052;movie;Hollow Man;FALSE;2000;112;Action,Horror,Sci-Fi;nm0000682;Paul Verhoeven;director,producer,writer;tt3716530,tt0389557,tt0093870,tt0164052
Don't Breathe;$26,411,706;3,051;tt3958034;movie;Don't Breathe;FALSE;2014;86;Documentary;nm0457038;Nino Kirtadze;actress,director,writer;tt0401711,tt0433676,tt1634131,tt1157635
Beverly Hills Cop II;$26,348,555;2,326;tt0092644;movie;Beverly Hills Cop II;FALSE;1987;100;Action,Comedy,Crime;nm0001716;Tony Scott;producer,director,actor;tt0421054,tt0092099,tt0108399,tt0477080
The Curse of La Llorona;$26,347,631;3,372;tt4913966;movie;The Curse of La Llorona;FALSE;2019;93;Horror,Mystery,Thriller;nm1980431;Michael Chaves;director,writer,visual_effects;tt7069210,tt5282528,tt5192436,tt4913966
Bridesmaids;$26,247,410;2,918;tt0380235;movie;Bridesmaids;FALSE;1997;NA;Comedy,Drama;nm0418729;Ike Jarlego Jr.;editor,actor,director;tt0363842,tt0138939,tt0311155,tt0437814
