movie;openinggross;theathers;runtimeMinutes;genres;director_identifier;primaryProfession;runtime_dummy;director_count;directed_above_median
What Lies Beneath;29702959;2,813;130;Drama,Horror,Mystery;nm0000709;producer,writer,director;1;5;1
The Flintstones;29688730;2,498;91;Comedy,Family,Fantasy;nm0505152;producer,writer,director;0;1;0
Dark Shadows;29685274;3,755;113;Comedy,Family,Fantasy;nm0000318;producer,miscellaneous,director;1;5;1
Daddy's Home 2;29651193;3,575;100;Comedy;nm1890845;writer,director,producer;0;2;0
Elemental;29602429;4,035;101;Adventure,Animation,Comedy;nm0812307;actor,animation_department,art_department;0;2;0
Insidious: The Last Key;29581355;3,116;103;Horror,Mystery,Thriller;nm0733263;director,actor,writer;0;1;0
Justin Bieber: Never Say Never;29514054;3,105;105;Documentary,Music;nm0160840;producer,writer,director;0;4;1
Ghostbusters II;29472894;2,410;108;Action,Comedy,Fantasy;nm0718645;producer,miscellaneous,director;0;2;0
Scooby-Doo 2: Monsters Unleashed;29438331;3,312;93;Adventure,Comedy,Family;nm0331532;editor,director,editorial_department;0;5;1
Indiana Jones and the Last Crusade;29355021;2,327;127;Action,Adventure;nm0000229;producer,writer,director;1;10;1
A.I. Artificial Intelligence;29352630;3,242;146;Drama,Sci-Fi;nm0000229;producer,writer,director;1;10;1
Now You See Me;29350389;2,925;115;Crime,Mystery,Thriller;nm0504642;director,producer,actor;1;3;1
Beverly Hills Chihuahua;29300465;3,215;91;Adventure,Comedy,Drama;nm0331532;editor,director,editorial_department;0;5;1
Why Did I Get Married Too?;29289537;2,155;121;Comedy,Drama,Romance;nm1347153;writer,director,producer;1;11;1
Think Like a Man Too;29241911;2,225;106;Comedy,Romance;nm1103162;director,producer,actor;0;6;1
The Muppets;29239026;3,440;120;Adventure,Comedy,Family;nm0090386;writer,director,producer;1;2;0
Eagle Eye;29150721;3,510;118;Action,Mystery,Thriller;nm0142286;director,producer,writer;1;2;0
Toy Story;29140617;2,457;81;Adventure,Animation,Comedy;nm0005124;producer,writer,director;0;1;0
The Texas Chainsaw Massacre;29100000;3,016;98;Horror;nm1197971;director,producer,writer;0;1;0
Spy;29085719;3,711;77;Drama,Musical,Romance;nm0470463;director,production_manager,writer;0;1;0
Terminator: Dark Fate;29033832;4,086;128;Action,Adventure,Sci-Fi;nm1783265;producer,writer,director;1;2;0
Allegiant;29027348;3,740;120;Action,Adventure,Mystery;nm0777881;director,writer,soundtrack;1;4;1
Doctor Dolittle;29014324;2,777;152;Adventure,Comedy,Family;nm0281507;director,producer,writer;1;1;0
The Santa Clause 2;29008696;3,350;104;Comedy,Family,Fantasy;nm0501185;director,actor,soundtrack;0;1;0
Jackass Number Two;29002002;3,059;92;Action,Comedy,Documentary;nm0871860;writer,producer,director;0;5;1
Inside Man;28954945;2,818;129;Crime,Drama,Mystery;nm0000490;director,producer,writer;1;1;0
Cast Away;28883406;2,774;143;Adventure,Drama,Romance;nm0000709;producer,writer,director;1;5;1
Non-Stop;28875635;3,090;82;Action,Comedy,Crime;nm0848992;director,writer,actor;0;1;0
Miss Peregrine's Home for Peculiar Children;28871140;3,522;127;Adventure,Drama,Family;nm0000318;producer,miscellaneous,director;1;5;1
Edge of Tomorrow;28760246;3,490;113;Action,Adventure,Sci-Fi;nm0510731;producer,director,miscellaneous;1;3;1
Murder on the Orient Express;28681472;3,341;128;Crime,Drama,Mystery;nm0001486;director,producer,writer;1;1;0
Meet the Parents;28623300;2,614;75;Comedy;nm0322839;writer,director,actor;0;1;0
Obsessed;28612730;2,514;78;Crime,Drama,Mystery;nm0002061;director,producer,writer;0;1;0
The Expendables 2;28591370;3,316;103;Action,Adventure,Thriller;nm0922346;director,producer,actor;0;3;1
Alita: Battle Angel;28525613;3,790;122;Action,Adventure,Sci-Fi;nm0001675;producer,writer,director;1;4;1
Boo! A Madea Halloween;28501448;2,260;103;Comedy,Drama,Horror;nm1347153;writer,director,producer;0;11;1
Anchorman: The Legend of Ron Burgundy;28416365;3,091;94;Comedy;nm0570912;producer,writer,director;0;5;1
Mama;28402310;2,647;90;Drama;nm0955451;director,producer,writer;0;1;0
Free Guy;28365416;4,165;115;Action,Adventure,Comedy;nm0506613;producer,director,actor;1;5;1
Nacho Libre;28309599;3,070;92;Comedy,Family,Sport;nm0381478;producer,director,writer;0;1;0
Horrible Bosses;28302165;3,040;98;Comedy,Crime;nm1164861;producer,director,miscellaneous;0;3;1
The Invisible Man;28205665;3,610;71;Horror,Sci-Fi;nm0001843;director,miscellaneous,art_director;0;1;0
Erin Brockovich;28138465;2,848;131;Biography,Drama;nm0001752;producer,director,cinematographer;1;4;1
Pacific Rim: Uprising;28116535;3,708;111;Action,Adventure,Fantasy;nm0215299;producer,writer,director;0;1;0
Starsky & Hutch;28103367;3,185;101;Comedy,Crime;nm0680846;producer,director,writer;0;5;1
Back to the Future Part II;27835125;1,865;108;Adventure,Comedy,Sci-Fi;nm0000709;producer,writer,director;0;5;1
Hairspray;27800000;3,121;92;Comedy,Drama,Family;nm0000691;actor,writer,director;0;1;0
He's Just Not That Into You;27785487;3,175;129;Comedy,Drama,Romance;nm0477129;director,producer,writer;1;1;0
Mamma Mia!;27751240;2,976;108;Comedy,Musical,Romance;nm1630273;director,miscellaneous,producer;0;1;0
Big Momma's House 2;27736056;3,261;99;Comedy,Crime;nm0925870;director,producer,miscellaneous;0;1;0
Jarhead;27726210;2,411;125;Biography,Drama,War;nm0005222;producer,director,miscellaneous;1;3;1
Along Came Polly;27721185;2,984;90;Comedy,Romance;nm0357453;producer,director,writer;0;1;0
Wild Wild West;27687484;3,342;106;Action,Comedy,Sci-Fi;nm0001756;producer,director,cinematographer;0;5;1
Daddy Day Care;27623580;3,370;92;Comedy,Family;nm0139867;director,producer;0;3;1
The Ugly Truth;27605576;2,882;96;Comedy,Romance;nm0525659;director,writer,producer;0;2;0
Cheaper by the Dozen;27557647;3,298;86;Comedy,Drama,Family;nm0485943;director,writer,miscellaneous;0;1;0
The Devil Wears Prada;27537244;2,847;109;Comedy,Drama;nm0291205;production_manager,producer,director;0;2;0
Space Jam;27528529;2,650;88;Adventure,Animation,Comedy;nm0701592;director,cinematographer,editor;0;1;0
After Earth;27520040;3,401;100;Action,Adventure,Sci-Fi;nm0796117;producer,director,writer;0;4;1
Beowulf;27515871;3,153;95;Action,Adventure,Fantasy;nm0048491;director,writer,producer;0;1;0
42;27487144;3,003;128;Biography,Drama,Sport;nm0001338;writer,director,script_department;1;1;0
The Final Destination;27408309;3,121;82;Horror,Thriller;nm0254786;stunts,assistant_director,actor;0;1;0
Jumper;27354808;3,428;88;Action,Adventure,Sci-Fi;nm0510731;producer,director,miscellaneous;0;3;1
Journey 2: The Mysterious Island;27335363;3,470;94;Action,Adventure,Comedy;nm0679031;producer,writer,director;0;2;0
Real Steel;27319677;3,440;127;Action,Drama,Sci-Fi;nm0506613;producer,director,actor;1;5;1
Les Misérables;27281735;2,814;100;Drama;nm0515979;director,actor,writer;0;1;0
Night School;27257615;3,010;88;Horror,Mystery,Thriller;nm0400731;writer,director,producer;0;1;0
Jack the Giant Slayer;27202226;3,525;114;Action,Adventure,Fantasy;nm0001741;producer,director,actor;1;7;1
The Bourne Identity;27118640;2,638;119;Action,Mystery,Thriller;nm0510731;producer,director,miscellaneous;1;3;1
A Madea Family Funeral;27062332;2,442;109;Comedy,Drama;nm1347153;writer,director,producer;0;11;1
2 Guns;27059130;3,025;109;Action,Comedy,Thriller;nm0466349;producer,writer,director;0;1;0
Terminator Genisys;27018486;3,758;126;Action,Adventure,Sci-Fi;nm0851930;director,producer,writer;1;2;0
Ender's Game;27017351;3,407;114;Action,Adventure,Sci-Fi;nm0004303;actor,director,producer;1;2;0
The Departed;26887467;3,017;151;Crime,Drama,Thriller;nm0000217;producer,director,actor;1;2;0
Alice Through the Looking Glass;26858726;3,763;113;Adventure,Family,Fantasy;nm0090386;writer,director,producer;1;2;0
Underworld: Evolution;26857181;3,207;106;Action,Fantasy,Thriller;nm0936482;producer,writer,director;0;2;0
The Curious Case of Benjamin Button;26853816;2,988;166;Drama,Fantasy,Romance;nm0000399;producer,director,writer;1;4;1
Zombieland: Double Tap;26803104;3,468;99;Action,Comedy,Horror;nm0281508;producer,director,writer;0;2;0
Knives Out;26769548;3,461;90;Drama;nm0937501;writer,director,producer;0;1;0
Flubber;26725207;2,641;93;Comedy,Family,Sci-Fi;nm0562645;producer,director,camera_department;0;1;0
Dawn of the Dead;26722575;2,745;127;Horror,Thriller;nm0001681;producer,writer,director;1;1;0
Resident Evil: Afterlife;26650264;3,203;96;Action,Horror,Sci-Fi;nm0027271;writer,producer,director;0;4;1
The House with a Clock in Its Walls;26608020;3,592;105;Comedy,Family,Fantasy;nm0744834;producer,writer,actor;0;1;0
The Campaign;26588460;3,205;93;Comedy,Drama;nm10700391;director,writer,producer;0;1;0
Spy Kids;26546881;3,104;88;Action,Adventure,Comedy;nm0001675;producer,writer,director;0;4;1
The Pursuit of Happyness;26541709;2,852;117;Biography,Drama;nm0610831;director,writer,producer;1;1;0
Crazy Rich Asians;26510140;3,384;120;Comedy,Drama,Romance;nm0160840;producer,writer,director;1;4;1
Borat;26455463;837,000;84;Comedy;nm0153078;producer,writer,director;0;2;0
All Eyez on Me;26435354;2,471;139;Biography,Drama,Music;nm1534600;director,producer,writer;1;1;0
We're the Millers;26419396;3,260;110;Comedy,Crime;nm1098493;director,producer,writer;0;3;1
Hollow Man;26414386;2,956;112;Action,Horror,Sci-Fi;nm0000682;director,producer,writer;1;4;1
Don't Breathe;26411706;3,051;86;Documentary;nm0457038;actress,director,writer;0;1;0
Beverly Hills Cop II;26348555;2,326;100;Action,Comedy,Crime;nm0001716;producer,director,actor;0;3;1
The Curse of La Llorona;26347631;3,372;93;Horror,Mystery,Thriller;nm1980431;director,writer,visual_effects;0;3;1
Anchorman 2: The Legend Continues;26232425;3,507;119;Comedy;nm0570912;producer,writer,director;1;5;1
The Suicide Squad;26205415;4,002;132;Action,Adventure,Comedy;nm0348181;writer,producer,director;1;4;1
GoldenEye;26205007;2,667;130;Action,Adventure,Thriller;nm0132709;director,producer,actor;1;3;1
The Golden Compass;26125000;3,528;113;Adventure,Family,Fantasy;nm0919363;producer,writer,director;1;2;0
The Help;26044590;2,534;146;Drama;nm0853238;actor,producer,director;1;1;0
True Lies;25869770;2,368;141;Action,Comedy,Thriller;nm0000116;writer,producer,director;1;3;1
Tropic Thunder;25812796;3,319;107;Action,Comedy,War;nm0001774;producer,actor,director;0;1;0
Evil Dead;25775847;3,025;91;Horror;nm1793079;writer,producer,director;0;1;0
Rocketman;25725722;3,610;70;Documentary;nm1076427;actor,director,editor;0;1;0
Miami Vice;25723815;3,021;132;Action,Adventure,Crime;nm0000520;producer,writer,director;1;2;0
Captain Phillips;25718314;3,020;134;Action,Biography,Crime;nm0339030;director,producer,writer;1;4;1
The A-Team;25669455;3,535;117;Action,Adventure,Crime;nm0138620;producer,writer,director;1;1;0
Big Momma's House;25661041;2,802;99;Action,Comedy,Crime;nm0331532;editor,director,editorial_department;0;5;1
About Last Night;25649011;2,253;113;Comedy,Drama,Romance;nm0001880;producer,writer,director;1;2;0
V for Vendetta;25642340;3,365;132;Action,Drama,Sci-Fi;nm0574625;assistant_director,director,producer;1;1;0
Robin Hood: Prince of Thieves;25625602;2,369;143;Action,Adventure,Drama;nm0721817;director,writer,assistant_director;1;2;0
Kill Bill: Vol. 2;25600000;2,971;137;Action,Crime,Thriller;nm0000233;writer,actor,producer;1;5;1
Total Recall;25577758;3,601;113;Action,Adventure,Sci-Fi;nm0000682;director,producer,writer;1;4;1
Battleship;25534825;3,690;131;Action,Adventure,Sci-Fi;nm0000916;producer,actor,writer;1;2;0
The Visit;25427560;3,069;110;Comedy,Romance;nm0682881;writer,director,assistant_director;0;1;0
The Nutty Professor;25411725;2,115;107;Comedy,Romance,Sci-Fi;nm0001471;actor,writer,soundtrack;0;1;0
The Firm;25400000;2,393;154;Drama,Mystery,Thriller;nm0001628;director,producer,actor;1;1;0
Madea's Witness Protection;25390575;2,161;114;Comedy,Crime,Drama;nm1347153;writer,director,producer;1;11;1
Gnomeo & Juliet;25356909;2,994;84;Adventure,Animation,Comedy;nm0038432;art_department,animation_department,director;0;1;0
Apollo 13;25353380;2,197;140;Adventure,Drama,History;nm0000165;producer,actor,writer;1;5;1
Indiana Jones and the Temple of Doom;25337110;1,687;118;Action,Adventure;nm0000229;producer,writer,director;1;10;1
Gone in 60 Seconds;25336048;3,006;105;Action,Crime,Drama;nm0355181;writer,producer,actor;0;1;0
Public Enemies;25271675;3,334;68;Comedy,Crime,Drama;nm0736610;director,producer,writer;0;1;0
Patch Adams;25262280;2,712;115;Biography,Comedy,Drama;nm0001723;producer,director,actor;1;4;1
Date Night;25207599;3,374;88;Comedy,Crime,Romance;nm0506613;producer,director,actor;0;5;1
Tomorrow Never Dies;25143007;2,807;119;Action,Adventure,Thriller;nm0006854;director,producer,editorial_department;1;1;0
Meet the Robinsons;25123781;3,413;95;Adventure,Animation,Comedy;nm0027459;animation_department,director,miscellaneous;0;1;0
Master and Commander: The Far Side of the World;25105990;3,101;138;Action,Adventure,Drama;nm0001837;director,writer,producer;1;2;0
The Rock;25069525;2,392;136;Action,Adventure,Thriller;nm0000881;producer,director,actor;1;8;1
Madea's Big Happy Family;25068677;2,288;106;Comedy,Drama;nm1347153;writer,director,producer;0;11;1
Dr. Dolittle 2;25037039;3,049;87;Comedy,Family,Fantasy;nm0139867;director,producer;0;3;1
Blue Beetle;25030225;3,871;127;Action,Adventure,Sci-Fi;nm3924049;director,producer,writer;1;1;0
Vanilla Sky;25015518;2,742;136;Fantasy,Mystery,Romance;nm0001081;writer,producer,director;1;1;0
Peter Rabbit;25010928;3,725;62;Drama;nm11923499;director,writer;0;1;0
Jack and Jill;25003575;3,438;50;Western;nm0853336;director,actor,producer;0;1;0
Skyscraper;24905015;3,782;68;Drama;nm0383304;writer,director,production_manager;0;1;0
Flight;24900566;1,884;110;Action,Adventure,Romance;nm0001008;director,writer,producer;0;1;0
White House Down;24852258;3,222;131;Action,Drama,Thriller;nm0000386;writer,producer,director;1;5;1
A Good Day to Die Hard;24834845;3,553;98;Action,Thriller;nm0601382;camera_department,director,producer;0;1;0
True Grit;24830443;3,047;128;Adventure,Drama,Western;nm0368871;director,assistant_director,art_department;1;1;0
The Call of the Wild;24791624;3,752;104;Adventure,Family,Western;nm0002175;director,writer,producer;0;1;0
The Other Woman;24763752;3,205;50;Drama;nm0662032;director,producer,actor;0;1;0
Zombieland;24733155;3,036;88;Action,Comedy,Horror;nm0281508;producer,director,writer;0;2;0
10 Cloverfield Lane;24727437;3,391;103;Drama,Horror,Mystery;nm0870469;music_department,director,writer;0;1;0
Taken;24717037;3,183;98;Drama,Thriller;nm0279051;director,writer,actor;0;1;0
The Accountant;24710273;3,332;50;Action,Thriller;nm0924455;director,writer,cinematographer;0;1;0
Collateral;24701458;3,188;120;Action,Crime,Drama;nm0000520;producer,writer,director;1;2;0
Congo;24642539;2,649;109;Action,Adventure,Mystery;nm0550881;producer,miscellaneous,director;0;1;0
The Butler;24637312;2,933;132;Biography,Drama;nm0200005;producer,writer,director;1;1;0
The Predator;24632284;4,037;107;Action,Adventure,Horror;nm0000948;writer,actor,director;0;2;0
Flightplan;24629938;3,424;98;Drama,Mystery,Thriller;nm0777881;director,writer,soundtrack;0;4;1
Knowing;24604751;3,332;121;Action,Mystery,Sci-Fi;nm0001639;director,producer,writer;1;2;0
Christopher Robin;24585139;3,602;104;Adventure,Comedy,Drama;nm0286975;producer,director,writer;0;3;1
Eraser;24566446;2,410;115;Action,Crime,Thriller;nm0751080;director,producer,writer;1;2;0
The Girl on the Train;24536265;3,144;97;Drama;nm0029242;writer,director,actor;0;1;0
The Emoji Movie;24531923;4,075;86;Adventure,Animation,Comedy;nm1902232;writer,director,actor;0;1;0
Evil Dead Rise;24504315;3,402;96;Horror;nm2091846;director,writer,producer;0;1;0
Pet Sematary;24502775;3,585;103;Fantasy,Horror,Thriller;nm0005116;director,writer,miscellaneous;0;1;0
Forrest Gump;24450602;1,595;142;Drama,Romance;nm0000709;producer,writer,director;1;5;1
Mean Girls;24432195;2,839;97;Comedy;nm0914132;director,producer,writer;0;1;0
Failure to Launch;24411322;3,057;97;Comedy,Romance;nm0223359;director,camera_department,producer;0;1;0
Race to Witch Mountain;24402214;3,187;98;Action,Adventure,Family;nm0275698;producer,director,actor;0;3;1
Contraband;24349815;2,863;92;Drama;nm0189076;director,writer,producer;0;1;0
The Chronicles of Riddick;24289165;2,757;119;Action,Adventure,Sci-Fi;nm0878638;writer,director,producer;1;1;0
The Haunted Mansion;24278410;3,122;99;Comedy,Family,Fantasy;nm0591450;producer,director,animation_department;0;3;1
The Last Samurai;24271354;2,908;90;Action,Adventure,Drama;nm0562577;writer,miscellaneous,director;0;1;0
TMNT;24255205;3,110;87;Action,Adventure,Animation;nm1083489;art_department,writer,director;0;1;0
No Good Deed;24250283;2,175;97;Crime,Drama,Thriller;nm0706182;producer,director,writer;0;1;0
Barbershop 2: Back in Business;24241612;2,711;106;Comedy,Drama;nm0838198;director,actor,writer;0;1;0
Coach Carter;24182961;2,524;136;Biography,Drama,Sport;nm0141961;director,producer,actor;1;2;0
Maze Runner: The Death Cure;24167011;3,787;143;Action,Adventure,Sci-Fi;nm1226871;art_department,director,visual_effects;1;3;1
Warcraft;24166110;3,400;123;Action,Adventure,Fantasy;nm1512910;director,writer,producer;1;1;0
Con Air;24131738;2,824;115;Action,Crime,Thriller;nm0922346;director,producer,actor;1;3;1
Exodus: Gods and Kings;24115934;3,503;150;Action,Adventure,Drama;nm0000631;producer,director,production_designer;1;4;1
White Noise;24113565;2,261;101;Drama,Horror,Mystery;nm0768249;director,actor,miscellaneous;0;1;0
21;24105943;2,648;105;Comedy,Drama,Romance;nm0291209;producer,editor,editorial_department;0;1;0
The Conjuring: The Devil Made Me Do It;24104332;3,102;112;Horror,Mystery,Thriller;nm1980431;director,writer,visual_effects;1;3;1
Haunted Mansion;24082475;3,740;90;Horror;nm0864771;assistant_director,writer,director;0;1;0
Arrival;24074047;2,317;116;Drama,Mystery,Sci-Fi;nm0898288;director,writer,editor;1;2;0
Tower Heist;24025190;3,367;104;Action,Comedy,Crime;nm0711840;producer,director,music_department;0;5;1
Pixels;24011616;3,723;100;Action,Comedy;nm3941893;writer,director,soundtrack;0;1;0
The Chronicles of Narnia: The Voyage of the Dawn Treader;24005069;3,555;113;Adventure,Family,Fantasy;nm0000776;director,producer,miscellaneous;1;2;0
Monster-in-Law;24000000;3,424;101;Comedy,Romance;nm0525659;director,writer,producer;0;2;0
The Fast and the Furious: Tokyo Drift;23973840;3,027;104;Action,Crime,Thriller;nm0510912;producer,director,writer;0;6;1
Fahrenheit 9/11;23920637;868,000;122;Documentary,Drama,War;nm0601619;director,producer,writer;1;1;0
Captain Underpants: The First Epic Movie;23851539;3,434;89;Action,Adventure,Animation;nm1659741;writer,miscellaneous,art_department;0;2;0
The Town;23808032;2,861;125;Crime,Drama,Thriller;nm0000255;producer,actor,writer;1;1;0
How to Lose a Guy in 10 Days;23774850;2,923;116;Comedy,Romance;nm0677953;director,actor,producer;1;1;0
Rise of the Guardians;23773465;3,653;97;Action,Adventure,Animation;nm0709056;art_department,director,producer;0;1;0
Paul Blart: Mall Cop 2;23762435;3,633;94;Action,Comedy,Crime;nm0275698;producer,director,actor;0;3;1
The Fugitive;23758855;2,340;60;Drama,Western;nm0292134;director,writer,assistant_director;0;1;0
17 Again;23722310;3,255;102;Comedy,Drama,Fantasy;nm0824882;director,actor,writer;0;1;0
Fury;23702421;3,173;90;Adventure,Drama;nm0454771;actor,director,producer;0;1;0
Resident Evil: Extinction;23678580;2,828;94;Action,Horror,Sci-Fi;nm0611683;director,producer,writer;0;1;0
Tomb Raider;23633317;3,854;119;Action,Adventure,Fantasy;nm1012385;director,writer,assistant_director;1;1;0
The Black Phone;23633220;3,150;103;Horror,Mystery,Thriller;nm0220600;producer,director,writer;0;3;1
Open Season;23624548;3,833;100;Action,Drama,Thriller;nm0172772;director,producer,writer;0;1;0
Goosebumps;23618556;3,501;103;Adventure,Comedy,Fantasy;nm1224299;writer,director,producer;0;2;0
The Boss;23586645;3,480;50;Drama;nm0154352;director,actor,writer;0;2;0
Dinner for Schmucks;23527839;2,911;114;Comedy;nm0005366;producer,director,writer;1;4;1
Mary Poppins Returns;23523121;4,090;130;Adventure,Comedy,Family;nm0551128;director,miscellaneous,producer;1;2;0
Dracula Untold;23514615;2,885;92;Action,Drama,Fantasy;nm2411495;director,producer,writer;0;1;0
The Amityville Horror;23507007;3,323;117;Horror;nm0742341;director,producer,production_manager;1;1;0
Be Cool;23450212;3,216;118;Comedy,Crime,Music;nm0336620;director,producer,actor;1;5;1
I Can Do Bad All by Myself;23446785;2,255;113;Comedy,Drama;nm1347153;writer,director,producer;1;11;1
Save the Last Dance;23444930;2,230;112;Drama,Music,Romance;nm0141961;director,producer,actor;1;2;0
Once Upon a Time in Mexico;23424118;3,282;102;Action,Crime,Thriller;nm0001675;producer,writer,director;0;4;1
Face/Off;23387530;2,621;138;Action,Crime,Sci-Fi;nm0000247;director,producer,writer;1;2;0
The Taking of Pelham 123;23373102;3,074;106;Action,Crime,Thriller;nm0001716;producer,director,actor;0;3;1
The Polar Express;23323463;3,650;100;Adventure,Animation,Comedy;nm0000709;producer,writer,director;0;5;1
Mortal Kombat;23302503;3,073;101;Action,Adventure,Fantasy;nm0027271;writer,producer,director;0;4;1
Cocaine Bear;23260790;3,534;95;Comedy,Thriller;nm0006969;actress,producer,director;0;2;0
Pineapple Express;23245025;3,072;111;Action,Comedy,Crime;nm0337773;producer,director,writer;0;3;1
Alvin and the Chipmunks: Chipwrecked;23244744;3,723;87;Adventure,Animation,Comedy;nm0593610;director,writer,actor;0;3;1
Eragon;23239907;3,020;104;Action,Adventure,Family;nm0266777;visual_effects,director,assistant_director;0;1;0
This Is It;23234394;3,481;111;Documentary,Drama,Music;nm0650905;director,miscellaneous,producer;0;2;0
Hellboy;23172440;3,028;122;Action,Adventure,Fantasy;nm0868219;writer,producer,director;1;4;1
Double Jeopardy;23162542;2,547;70;Action,Adventure,Crime;nm0819806;director,assistant_director,production_manager;0;1;0
Jackass Forever;23154388;3,604;96;Action,Comedy,Documentary;nm0871860;writer,producer,director;0;5;1
The Mask;23117068;2,360;50;Comedy,Drama;nm0373614;director,writer;0;1;0
Star Trek: Generations;23116394;2,659;118;Action,Adventure,Mystery;nm0141222;director,producer,writer;1;2;0
Eat Pray Love;23104523;3,082;133;Biography,Drama,Romance;nm0614682;producer,writer,music_department;1;1;0
The League of Extraordinary Gentlemen;23075892;3,002;110;Action,Adventure,Fantasy;nm0635759;special_effects,make_up_department,visual_effects;0;1;0
Resident Evil: Apocalypse;23036273;3,284;94;Action,Horror,Sci-Fi;nm0936838;camera_department,assistant_director,director;0;1;0
Star Wars: Episode VI - Return of the Jedi;23019618;1,002;131;Action,Adventure,Fantasy;nm0549658;director,producer,writer;1;1;0
27 Dresses;23007725;3,057;111;Comedy,Romance;nm0281945;miscellaneous,director,actress;0;1;0
The Haunting in Connecticut;23004765;2,732;92;Drama,Horror,Mystery;nm1433996;director,writer,producer;0;1;0
The Princess Diaries 2: Royal Engagement;22956453;3,472;113;Comedy,Family,Romance;nm0005190;writer,producer,actor;1;3;1
The Game Plan;22950971;3,103;110;Comedy,Family,Sport;nm0275698;producer,director,actor;0;3;1
Vantage Point;22874936;3,149;90;Action,Crime,Drama;nm0871428;director,writer;0;1;0
Jack Reacher: Never Go Back;22872490;3,780;118;Action,Crime,Drama;nm0001880;producer,writer,director;1;2;0
The Princess Diaries;22862269;2,537;115;Comedy,Family,Romance;nm0005190;writer,producer,actor;1;3;1
Mission to Mars;22855247;3,054;114;Adventure,Sci-Fi,Thriller;nm0000361;director,writer,producer;1;2;0
PAW Patrol: The Mighty Movie;22764354;3,989;88;Action,Adventure,Animation;nm2117510;art_department,animation_department,writer;0;1;0
Jackass: The Movie;22763437;2,509;85;Action,Comedy,Documentary;nm0871860;writer,producer,director;0;5;1
Man on Fire;22751490;2,980;95;Drama;nm0532030;writer,director,producer;0;1;0
Insidious: Chapter 3;22692741;3,002;97;Horror,Mystery,Thriller;nm1191481;actor,writer,producer;0;1;0
Unstoppable;22688457;3,207;96;Action,Adventure,Drama;nm0141222;director,producer,writer;0;2;0
Black Mass;22635037;3,188;123;Biography,Crime,Drama;nm0178376;actor,director,writer;1;1;0
Poltergeist;22620386;3,240;114;Horror,Thriller;nm0001361;director,writer,producer;1;1;0
The Time Machine;22610437;2,944;103;Adventure,Romance,Sci-Fi;nm0657162;director,producer,cinematographer;0;1;0
Smile;22609925;3,645;113;Comedy;nm0006916;director,producer,actor;1;1;0
Bridge to Terabithia;22564612;3,139;96;Drama,Family,Fantasy;nm0190780;producer,writer,animation_department;0;1;0
Training Day;22550788;2,712;122;Action,Crime,Drama;nm0298807;producer,director,actor;1;5;1
Saw 3D;22530123;2,808;90;Horror,Mystery;nm0340436;editor,editorial_department,director;0;1;0
The Mask of Zorro;22525855;2,515;136;Action,Adventure,Comedy;nm0132709;director,producer,actor;1;3;1
Heaven Is for Real;22522221;2,417;99;Biography,Drama,Family;nm0908824;writer,producer,director;0;1;0
The Lucky One;22518358;3,155;80;Comedy;nm0856915;director,writer,soundtrack;0;1;0
Life of Pi;22451514;2,927;127;Adventure,Drama,Fantasy;nm0000487;director,producer,writer;1;2;0
The Social Network;22445653;2,771;120;Biography,Drama;nm0000399;producer,director,writer;1;4;1
The Patriot;22413710;3,061;50;Western;nm0366586;actor,director,producer;0;1;0
Contagion;22403596;3,222;95;Drama,Sci-Fi;nm0613981;director,producer,cinematographer;0;1;0
Now You See Me 2;22383146;3,232;129;Action,Adventure,Comedy;nm0160840;producer,writer,director;1;4;1
Walk the Line;22347341;2,961;136;Biography,Drama,Music;nm0003506;producer,director,writer;1;3;1
The General's Daughter;22332053;2,856;97;Drama,Romance,War;nm0273356;director,writer,editor;0;1;0
Planes;22232291;3,702;91;Adventure,Animation,Comedy;nm0355806;director,animation_department,miscellaneous;0;1;0
Disturbia;22224982;2,925;105;Crime,Drama,Mystery;nm0142286;director,producer,writer;0;2;0
Legally Blonde 2: Red, White & Blonde;22220670;3,350;95;Comedy;nm0379237;director,actor,producer;0;1;0
Monster House;22217226;3,553;91;Animation,Comedy,Family;nm1481493;director,writer,producer;0;1;0
Freaky Friday;22203007;2,954;95;Comedy,Family,Fantasy;nm0625379;director,assistant_director,producer;0;1;0
Kill Bill: Vol. 1;22200000;3,102;111;Action,Crime,Thriller;nm0000233;writer,actor,producer;0;5;1
Die Hard with a Vengeance;22162245;2,525;128;Action,Adventure,Thriller;nm0001532;director,producer,writer;1;1;0
Poseidon;22155410;3,555;98;Action,Adventure,Thriller;nm0000583;director,producer,writer;0;4;1
Diary of a Wimpy Kid;22126166;3,077;94;Comedy,Drama,Family;nm0294457;director,producer,writer;0;1;0
It's Complicated;22100820;2,887;121;Comedy,Drama,Romance;nm0583600;writer,producer,director;1;1;0
Ladder 49;22088204;3,260;115;Action,Drama,Thriller;nm0751221;director,producer,writer;1;1;0
Road to Perdition;22079481;1,797;117;Crime,Drama,Thriller;nm0005222;producer,director,miscellaneous;1;3;1
Starship Troopers;22058773;2,971;129;Action,Adventure,Sci-Fi;nm0000682;director,producer,writer;1;4;1
Star Trek: Insurrection;22052836;2,620;103;Action,Adventure,Sci-Fi;nm0000408;actor,director,producer;0;2;0
Chronicle;22004098;2,907;89;Action,Drama,Sci-Fi;nm2503633;writer,director,editor;0;1;0
The Monuments Men;22003433;3,083;118;Comedy,Drama,History;nm0000123;actor,producer,director;1;1;0
